class,RFoutput1,CNNoutput0,CNNoutput1
0,0.14,0.9337591,-3.2779267
0,0.01,2.511116,-5.2382045
0,0.01,1.9613664,-5.023855
0,0.015,4.223221,-6.1974545
0,0.265,-0.070085,-1.5997065
1,0.825,-4.1655025,1.215865
0,0.03,3.1066775,-5.837782
0,0.115,0.88610953,-3.2715526
0,0.015,3.366912,-5.768643
0,0.01,3.0245175,-6.339791
0,0.02,2.1678894,-3.5915473
1,0.04,1.5698919,-3.133826
0,0.02,1.8410841,-4.1727443
0,0.015,2.0176947,-4.145521
0,0.02,1.987952,-5.282215
0,0.01,1.5269063,-3.1869326
0,0.135,1.4275756,-2.444593
0,0.03,2.9754295,-5.274439
0,0.025,2.877461,-5.097239
0,0.005,3.6837425,-5.0054736
0,0.22,1.7868423,-3.458632
0,0,2.1773887,-5.2992706
0,0.005,2.8881707,-4.571801
0,0.03,2.1564622,-4.5317516
0,0.025,2.7671058,-5.239485
0,0.015,1.7603673,-4.3712206
1,0.66,-2.3106327,-0.07561152
0,0.06,1.3723775,-3.2628093
1,0.53,-3.5882974,1.147074
0,0.085,3.1088696,-5.036824
0,0.015,3.1814818,-5.1917768
0,0.01,0.7198219,-1.8906553
0,0.02,1.5498743,-4.355877
0,0.035,1.6451266,-4.230882
0,0.02,0.47808835,-3.8030164
0,0.015,3.36357,-5.006863
1,0.75,-3.10547,0.8460565
0,0.03,2.229145,-4.4795904
0,0.015,2.5216076,-5.5180535
0,0.025,4.0781574,-6.4302697
0,0.005,3.0838683,-5.677278
0,0.01,2.2419496,-3.906401
0,0.02,0.85612094,-3.3243337
0,0.01,2.443622,-4.4159527
0,0.04,3.162634,-6.091585
0,0.005,2.0333557,-4.6846557
0,0.005,2.1832676,-4.736097
0,0.125,2.0443177,-4.310702
0,0.01,0.20080093,-2.2649765
0,0.005,2.3166552,-4.7687144
0,0.085,1.3944823,-3.608934
0,0.04,1.8445926,-4.48652
0,0.02,3.6245747,-6.0680737
0,0.03,3.2451575,-5.2231
0,0.04,2.8106246,-5.007564
0,0.025,2.339498,-4.5949373
0,0,2.7771096,-4.5980697
0,0.055,1.6429938,-3.138986
0,0,3.125314,-5.5672364
0,0.07,1.0850856,-3.2036624
0,0.075,3.020434,-6.118841
0,0.01,3.0030854,-5.0628037
0,0.035,2.822129,-5.070063
0,0.005,1.9723811,-3.9561238
0,0.015,2.7413774,-3.8573709
0,0.385,-0.6790696,-2.2444935
0,0.04,2.9730897,-4.7395854
0,0.04,1.8495655,-4.803204
0,0.06,3.8032389,-6.1972394
0,0.04,3.025425,-4.7438126
0,0.01,1.9014205,-4.8346486
0,0.035,2.663034,-4.585603
0,0.075,0.75445527,-3.1944346
1,0.935,-4.50265,1.7892377
0,0.01,4.0797043,-6.9660077
1,0.41,-2.299424,-0.35868657
0,0.045,2.9533072,-4.697642
0,0.005,4.4994006,-6.9457393
0,0.005,3.2468863,-5.298246
0,0.05,2.2200425,-4.446953
1,0.665,-4.571036,1.4005846
1,0.705,-5.471984,2.4359076
0,0.055,2.1136143,-3.8662326
0,0.02,0.9619626,-3.4058511
0,0.08,1.8318815,-4.906468
0,0.075,2.723687,-5.1808467
0,0.02,2.590891,-5.3719707
0,0.035,3.0139904,-5.944411
0,0.03,3.709053,-6.1243167
1,0.93,-4.6801834,2.0006235
0,0.015,2.4477887,-3.515189
0,0.01,1.9706848,-5.0379605
1,0.28,0.2077209,-3.303846
0,0.245,1.5570371,-3.0646935
0,0.015,2.5166297,-4.596109
0,0.01,2.6196911,-4.9259877
0,0.015,1.7975109,-4.140396
0,0.01,2.3518147,-4.400539
0,0.07,0.85212,-3.8918724
0,0.015,1.9943869,-4.4108143
0,0.07,1.7493317,-4.8517475
0,0.035,1.7613437,-5.3889737
0,0.01,2.8663192,-5.247001
1,0.805,-4.179176,1.7751753
0,0.035,3.13741,-5.2724385
0,0.055,2.0408711,-4.28145
0,0.045,0.6789128,-3.7339292
0,0.055,1.4284369,-3.759531
0,0.025,3.197751,-5.3995347
0,0.01,3.9626613,-6.2030883
0,0.01,2.9911778,-5.870355
0,0,3.4262838,-5.845512
1,0.725,-4.638209,2.1492217
0,0.03,2.7274241,-5.7530637
0,0.005,1.89719,-4.07239
0,0.04,3.019565,-4.8462634
0,0.37,-0.6771407,-2.44601
0,0.02,2.2682,-3.7208831
0,0.05,1.7532383,-3.4009929
0,0.02,2.325487,-5.9592233
0,0.005,3.70532,-5.628858
0,0.015,2.4902105,-4.642927
0,0.005,2.2208962,-4.9763975
0,0.02,3.228598,-5.7108855
1,0.53,-2.3553815,-0.3441682
0,0.06,3.0162609,-4.743942
0,0.02,3.7278054,-6.866687
0,0.04,1.9231422,-4.180778
0,0.015,2.4520235,-4.5422215
0,0.025,3.431779,-5.281526
0,0.035,1.9104118,-4.394368
0,0.06,1.3630409,-3.085323
0,0.015,2.5926523,-4.9697948
0,0.01,2.2007205,-5.7467093
0,0.05,2.536244,-5.5013056
0,0.025,2.0354757,-5.0415053
0,0.035,2.8236253,-4.8793473
0,0.01,2.5773377,-4.832442
0,0.06,1.7495955,-3.8580053
0,0.03,1.5991962,-3.4244995
0,0.03,1.7094826,-3.8330398
0,0.035,0.9076263,-3.6528356
0,0.08,2.2603855,-4.714665
0,0.005,1.4180046,-3.4858825
0,0.03,2.550889,-4.49803
0,0.015,1.1783514,-3.163038
1,0.98,-3.8935916,0.6271452
1,0.67,-6.262787,3.2786355
0,0.01,2.413985,-4.732945
0,0.01,1.8596649,-3.405139
0,0.015,0.87987673,-3.2127078
0,0.06,3.1779575,-5.1584897
0,0.035,2.3037238,-3.8048525
0,0.04,2.6008618,-4.21528
0,0.02,2.822929,-4.8579187
0,0.02,3.584209,-5.9750795
0,0.04,2.1149812,-4.2382216
0,0.125,1.8067954,-3.9843874
0,0.025,2.4250004,-4.3910813
0,0.01,2.454136,-5.206786
0,0.015,1.4267734,-4.061646
0,0.01,3.1162286,-4.880471
0,0.03,2.37057,-4.1164784
0,0.025,1.7863767,-3.4328387
0,0.045,3.449536,-6.257814
0,0.01,2.4318101,-4.93049
0,0.01,2.5724518,-4.8452077
0,0.005,2.5671198,-5.063997
0,0.135,2.2574942,-3.324121
0,0.01,1.8261259,-5.6095014
0,0,2.2340503,-4.2389016
0,0.015,3.0949516,-5.099077
0,0.025,4.505641,-6.336415
0,0.065,2.4109364,-3.6687026
0,0.01,3.2435222,-5.4975266
0,0.03,2.279779,-4.404835
0,0.025,1.8150709,-4.893871
0,0.08,1.0731534,-3.1000051
0,0.005,1.9094152,-5.381238
0,0,2.1823275,-4.589206
0,0,3.8310678,-5.4367185
0,0.025,2.169113,-4.8873096
0,0.015,3.089385,-5.8641963
0,0.065,-0.03140799,-2.714349
0,0.205,-0.3424999,-2.3283057
0,0.03,1.720758,-3.7180414
0,0.005,1.7101109,-3.9496775
0,0.195,2.1121802,-3.9604769
0,0.035,2.2234387,-4.1770296
0,0.015,1.2529268,-3.6822734
0,0.015,2.3668823,-4.4486694
0,0.02,0.6665839,-4.0216436
0,0.005,4.383807,-7.0404277
0,0.005,1.9620236,-4.877299
0,0.015,2.815022,-5.8907533
0,0.03,3.9629574,-5.8470397
0,0.025,3.4499393,-5.6476645
0,0.005,3.987629,-6.1060004
0,0,2.7515838,-4.505673
0,0.02,4.150148,-6.3396945
0,0.01,2.8467348,-4.8313107
0,0.03,2.597959,-4.587555
0,0.12,1.1654284,-3.2898617
0,0.02,4.2729597,-5.7858725
0,0,4.4732113,-7.6169763
1,0.32,-2.2298887,-1.0205306
1,0.4,0.51951385,-1.6492543
1,0.88,-3.2652404,0.8749963
0,0.04,4.0752816,-6.427338
0,0.03,4.632664,-6.9363284
0,0.045,1.5530454,-3.4520843
0,0.01,2.5524535,-5.0219464
0,0.06,2.9107347,-6.657994
0,0.015,1.4173532,-2.5718856
0,0.02,0.91028696,-3.0497432
0,0.215,-0.2690226,-3.132546
0,0.01,2.2758799,-3.6186237
0,0.095,2.5982094,-4.7361474
0,0.01,2.3635712,-4.681354
0,0.02,2.566752,-3.87144
0,0.06,1.4520035,-3.7148967
0,0.01,2.4015255,-5.1262383
0,0.015,0.51915485,-2.306395
0,0.015,3.8983517,-6.0121655
1,0.59,-2.4094129,-0.37988907
0,0.02,1.9357429,-4.286788
0,0.055,0.58346725,-3.119676
0,0.01,1.9731307,-3.3099787
0,0.025,3.3414397,-6.109447
0,0.095,2.5599027,-5.3742175
0,0.055,-0.07499293,-2.431162
0,0.2,-0.9896631,-1.832924
0,0.01,3.4747632,-5.94442
1,0.535,-4.0198236,1.5792212
0,0.005,2.4870121,-4.9938264
0,0.025,2.3787544,-4.7643156
0,0.095,-0.0210003,-1.6475376
0,0.02,1.8804693,-3.4479291
0,0.01,3.3863544,-4.373009
0,0,3.3316097,-5.8636365
0,0.09,1.9952655,-4.3163595
0,0.005,4.560284,-6.8249316
0,0.075,1.8505881,-4.6970744
0,0.03,3.909818,-5.554698
0,0.005,1.7965186,-3.4091763
0,0.005,3.7342887,-5.6167617
0,0.02,2.048051,-4.7363944
0,0.04,2.0603957,-4.6173606
0,0.08,0.80842996,-2.3504934
1,0.28,1.366274,-2.8424363
0,0.05,2.6594288,-4.30506
0,0.04,3.1681483,-5.203441
0,0.115,0.7370842,-2.859899
0,0.02,2.5796428,-5.2591796
0,0.015,2.0545616,-5.305301
1,0.65,-5.629515,2.3475375
0,0.015,4.85572,-7.7080297
0,0.005,3.1124067,-5.209475
0,0.015,2.714492,-4.279548
0,0.025,2.3023489,-4.244507
0,0.025,3.4824133,-5.3198733
0,0.125,0.717261,-2.384398
0,0.055,2.1403484,-4.0109844
0,0.02,2.4114995,-4.8051286
0,0.03,2.914463,-5.801448
0,0.215,1.8074688,-4.0065475
1,0.86,-4.47667,1.3003188
0,0.03,2.604488,-5.3456745
1,0.455,-4.3798995,1.2294203
0,0.01,2.2502527,-3.9062676
0,0.03,0.64694935,-3.1216972
0,0.065,0.9398495,-1.716044
0,0.13,1.4370561,-3.5946488
0,0.03,2.4403894,-4.9753256
0,0,2.7822812,-5.969343
0,0.02,3.6726117,-6.0860415
0,0.015,2.9276483,-5.1255016
0,0.065,2.234117,-5.0740323
0,0.03,3.8649535,-6.007526
0,0.005,2.7568388,-5.142119
0,0.085,1.4316119,-3.090298
0,0.02,3.3362567,-5.3618503
0,0.075,1.5379491,-3.9059992
0,0.07,0.62528014,-2.7186584
0,0.105,3.660436,-5.2931085
0,0.03,2.571562,-5.1680827
1,0.895,-3.5247357,0.34690934
0,0.05,3.0362191,-6.387358
0,0.04,3.6461892,-6.0606127
0,0.07,0.21814331,-3.6774478
0,0.02,2.5972548,-4.503424
1,0.795,-3.286376,0.5140547
0,0.07,1.5286484,-4.6044703
0,0.125,-0.3727722,-1.7004334
0,0.025,3.0619783,-4.4424424
0,0.04,3.3682616,-5.987195
0,0.055,3.010892,-5.3374515
0,0.11,0.97031933,-3.0961223
1,0.845,-2.046298,0.06141302
1,0.94,-6.3880334,3.788127
0,0.135,1.0532441,-2.4459476
0,0.015,2.155987,-4.098339
0,0.025,2.272067,-4.6131787
0,0.12,1.5579376,-3.322816
0,0.05,2.4399729,-4.8342233
0,0.065,2.4892817,-4.7046547
0,0.08,0.69167155,-2.8758965
0,0.015,2.547172,-4.3242106
0,0.025,0.99980944,-2.9852674
0,0.025,4.1335545,-7.2835336
0,0.02,3.6825063,-6.1184897
0,0.02,4.1496515,-6.840183
0,0.005,3.2181282,-4.7144055
0,0.02,3.0732164,-5.8665147
0,0.015,2.5448067,-4.415321
0,0.09,2.6694088,-4.911594
0,0.04,1.6741935,-4.935802
0,0,4.3727293,-7.3569694
0,0.19,-0.67889667,-1.6481255
0,0.005,1.2537694,-3.8207552
0,0.665,-1.9497849,-0.369541
1,0.415,-2.4536657,-0.5173334
0,0.03,1.6036727,-4.6104665
0,0.11,1.5145959,-3.4314616
0,0.045,2.4389129,-5.0122104
0,0.05,1.5056901,-2.7806413
1,0.965,-3.5735316,1.2243657
0,0.03,1.4348065,-3.6118093
0,0.045,3.8103752,-5.729713
0,0,2.091001,-4.2538342
0,0.005,2.5378876,-4.3415008
1,0.71,-3.084104,0.2791537
0,0.01,3.4994953,-6.240714
1,0.88,-3.4466062,0.709847
0,0.005,2.5622082,-4.952225
0,0.02,2.5953124,-5.3619976
0,0.005,2.4921117,-4.537264
0,0.03,2.3162498,-4.866897
0,0.125,-0.5738049,-2.1995206
0,0.005,3.29468,-5.561418
0,0.01,4.117035,-6.680405
0,0.01,3.0087633,-5.337526
0,0.07,-0.25854132,-2.5328503
0,0.005,2.9684513,-4.547962
0,0.01,2.597549,-4.3736663
0,0.085,2.889633,-5.145283
0,0.03,2.7101321,-4.305145
1,0.875,-2.763783,0.8521956
0,0.05,0.9723539,-3.2666688
0,0.035,1.6786845,-3.4899895
0,0.005,1.5727069,-3.5444584
0,0.055,2.0970666,-4.8372245
0,0.025,3.8100204,-4.9239902
0,0.05,1.9406549,-4.4266653
0,0.01,3.0362022,-4.6663575
0,0.055,2.0626557,-4.559341
0,0.01,4.4014487,-6.5903153
0,0.09,0.10794031,-2.86885
0,0.015,2.4678025,-5.079329
0,0.065,-0.6821729,-1.3606681
0,0.11,0.04973339,-3.0407016
0,0.01,3.6568325,-5.5798807
1,0.625,-3.0018306,0.20291902
0,0.02,3.3045475,-5.7317963
0,0.075,1.4960371,-4.503513
0,0.075,3.007268,-5.045963
0,0.015,3.3842618,-5.7382207
0,0.025,1.957159,-4.059574
0,0.01,2.7988627,-4.5951247
0,0.575,-3.2794,-0.04078707
0,0.03,1.2103958,-3.5156116
0,0.035,0.32147774,-2.186932
0,0.04,1.5194498,-3.129187
0,0.015,2.8430204,-4.765187
0,0.015,2.015147,-4.7824364
0,0.01,1.4517286,-4.2558203
0,0.325,2.6591225,-3.7543356
0,0.2,0.09895092,-2.4145184
1,0.71,-3.084104,0.2791537
0,0.045,2.3150225,-3.9248042
0,0.005,3.307357,-5.560893
0,0.06,3.3698707,-5.0609655
0,0.115,1.6365767,-3.3715816
0,0.01,3.5332437,-5.3898873
0,0.005,2.8096926,-5.3833113
0,0.975,-3.7531784,0.20130251
0,0.09,1.0649321,-3.016845
0,0.035,4.762499,-7.374953
0,0,3.9230766,-6.8080454
0,0.02,3.9686122,-5.657621
0,0.005,4.5347624,-7.101026
0,0.01,2.6353934,-4.780725
0,0.04,3.2929485,-5.6163874
1,0.3,-0.7227812,-1.3018397
0,0.02,1.479653,-3.2087383
0,0.52,-2.3690376,0.043763
0,0.035,1.4337218,-3.6879146
0,0.03,1.8660734,-4.06795
0,0,3.1105518,-6.430923
0,0.115,2.1889236,-4.5870004
0,0.08,1.3904313,-3.744807
0,0.265,2.1700172,-5.840593
0,0.015,4.4751806,-6.428636
0,0.045,0.12681216,-1.9158659
0,0.205,2.2909133,-3.3473597
0,0.03,4.0150423,-6.1139984
0,0,3.6861987,-5.6625485
0,0.01,2.766445,-5.4860344
0,0.02,3.0497308,-5.1773276
0,0,3.7803817,-5.468811
1,0.475,-2.3496706,-0.6130678
0,0.015,2.1906977,-4.705767
0,0,3.4479246,-5.959897
0,0.045,-0.79179126,-2.6009836
0,0.015,2.6021843,-4.502533
0,0.01,2.0012834,-3.4396467
0,0.045,1.3281085,-3.9254093
0,0.1,2.5884776,-4.737207
0,0.01,2.1712027,-4.2512617
0,0.005,3.7304645,-4.994497
0,0.005,2.9244483,-4.3949866
0,0.015,1.746499,-3.9711268
0,0.055,2.2956066,-4.1204243
0,0.005,2.4753637,-4.715015
0,0.14,-0.5999196,-1.3686401
0,0.025,3.31751,-5.5238295
0,0.14,2.9474547,-5.5122957
0,0.025,2.3843362,-5.0712347
0,0.025,2.2619557,-3.9879832
0,0.02,1.0243388,-3.6006036
0,0.005,2.4205217,-4.7896256
0,0.015,2.6267848,-5.2420907
0,0,3.4718027,-5.5407376
1,0.46,-0.96763295,-1.8841206
0,0.04,3.1487722,-6.260936
1,0.74,-5.673424,2.3324323
0,0.08,1.3082663,-4.075424
0,0.12,2.2142832,-4.2992954
0,0.025,1.5871503,-4.7338715
0,0.035,3.1281936,-5.2365413
0,0.035,3.112395,-5.598421
0,0,3.3386965,-5.619079
0,0.045,3.0555604,-5.4783235
0,0.035,0.7302255,-3.6807275
0,0.015,1.9776726,-5.0611186
0,0.03,1.8677781,-3.6353045
0,0.055,3.2378106,-5.459191
0,0.01,1.3781898,-3.798967
0,0.035,2.3347697,-4.78875
0,0.015,1.0656458,-3.198945
1,0.655,-0.49109218,-0.89319336
0,0.055,1.3094776,-3.5650249
1,0.51,-2.503651,0.99931175
0,0.735,-2.5968807,0.2501086
1,0.865,-4.284032,1.4595506
0,0.02,2.956605,-4.879441
0,0.03,2.754936,-5.3701935
0,0.025,1.7254848,-3.8926492
0,0.025,2.8801641,-4.912277
0,0.015,1.9865508,-4.5857697
0,0.005,3.3702571,-5.5115094
0,0.05,2.576553,-5.5438666
0,0.105,1.4164467,-3.4944642
0,0.025,3.5439,-6.142632
0,0.03,3.5514872,-5.650788
1,0.905,-3.0045087,0.6163681
0,0.035,3.4230692,-6.167628
0,0.005,2.2986903,-4.613007
0,0.005,3.607027,-6.025709
0,0.06,2.9142318,-5.1816754
0,0.035,3.3040774,-4.709031
0,0.01,1.8605747,-4.1549907
0,0.01,2.7629008,-4.556708
0,0.04,2.7133534,-4.7779527
0,0.035,2.2824197,-4.425117
1,0.77,-2.1887524,0.7370376
0,0.025,0.9815354,-3.3491123
0,0.08,1.4319632,-3.8300054
0,0.165,2.2306075,-4.3315325
1,0.065,1.3268225,-3.5983896
0,0.12,2.0533638,-4.047519
0,0.01,3.1093898,-4.94371
0,0,1.6093018,-4.503226
0,0.085,1.4632537,-3.5062065
0,0.135,1.4530813,-3.840001
0,0.05,0.9172369,-3.394661
0,0.035,3.6317976,-6.5127926
1,0.26,-1.1180469,-1.5686628
0,0.045,1.3457972,-3.9051487
0,0.05,2.7842484,-5.0458035
0,0.02,1.7588319,-4.160882
0,0.135,1.863591,-4.375147
0,0.005,3.6201832,-6.338352
0,0.01,1.4468412,-3.218205
0,0.015,1.6333568,-3.924779
0,0.01,1.6574697,-3.3508391
0,0.04,2.2790802,-4.2649636
0,0.1,1.5398796,-3.6248841
0,0.04,3.6567607,-5.7184644
0,0.03,2.870317,-4.484181
0,0.01,2.7840137,-6.0807633
0,0,2.8988056,-4.9442897
1,0.66,-3.169,-0.03244884
0,0.045,1.2609807,-3.617157
0,0.075,0.8673753,-2.7637348
0,0.035,2.3367643,-4.544348
0,0.01,1.8494577,-4.119635
0,0.095,1.9752052,-3.807044
0,0.27,0.774079,-2.9033742
0,0.015,2.5228062,-5.064216
0,0.035,3.8927412,-5.5520234
0,0,2.1141496,-4.059962
0,0.03,3.4421387,-5.1829724
0,0.215,-1.5598723,-0.56455415
0,0.005,3.1076803,-5.28085
0,0.02,3.9675646,-5.314793
0,0.03,1.5932896,-4.4922404
0,0.035,1.9804056,-4.353249
0,0.045,1.4532673,-4.6058335
0,0.015,2.1961956,-4.0422454
0,0.01,2.0489259,-4.502727
0,0.065,0.8460976,-2.794894
0,0.035,2.7493315,-5.6607995
0,0.045,2.2642453,-4.051171
0,0.01,1.9886107,-4.28225
0,0.025,2.9469662,-4.7604
0,0.045,2.1032805,-4.370799
0,0.07,1.2997291,-3.0081887
1,0.86,-2.8145394,-0.17061399
0,0.035,2.8851233,-4.6937556
0,0.015,3.0209095,-5.377974
0,0.02,2.3937259,-4.7689004
0,0.02,2.5471783,-4.7308793
0,0.05,0.88048977,-3.5892625
0,0.02,2.0532231,-4.6286287
0,0.005,0.46683976,-2.5764885
0,0.2,1.7711129,-3.7610645
0,0.005,2.4551806,-4.8497148
0,0.03,1.9530749,-3.6235971
0,0,4.4248753,-6.4517817
0,0.005,1.9243186,-4.81957
0,0.005,2.9244902,-5.2354703
0,0.03,2.5948715,-3.7274218
0,0.01,3.5291958,-6.7258534
0,0.005,3.5185537,-5.949288
0,0.005,4.553335,-6.6256423
0,0.02,4.4676795,-6.4769616
1,0.855,-5.164461,2.526475
0,0.02,1.890027,-3.4294024
0,0.075,1.664732,-4.143491
0,0.025,0.84780544,-3.2288327
0,0.015,1.1788082,-3.353423
0,0.005,3.1603036,-4.7813478
0,0.025,1.7174692,-4.296638
0,0.02,1.8132539,-4.6399474
0,0.035,1.724452,-4.4308367
1,0.845,-5.183173,2.9492364
0,0.04,2.9128418,-5.220556
0,0.02,1.9873953,-4.728535
0,0.015,2.7758937,-5.025074
0,0.2,0.23848328,-2.2399337
0,0.035,3.2802172,-5.9197216
0,0.04,1.0646734,-3.7612996
0,0.02,2.4407163,-5.5073524
0,0.015,3.0266778,-6.4842353
0,0.03,1.6670828,-3.805732
0,0.015,2.7214086,-5.2283826
0,0.32,-4.710339,1.8640596
0,0.025,0.808246,-3.0821967
0,0.06,3.1956215,-5.346267
0,0.025,1.7529958,-3.6425397
0,0.03,2.1331177,-4.830611
0,0.075,2.9408484,-5.227926
0,0.06,4.075169,-6.197289
0,0.09,1.2004812,-2.6219485
0,0.025,1.208927,-3.5165079
1,0.85,-0.01216725,-2.0784569
0,0.035,1.6128554,-3.2875834
0,0.02,0.55704,-3.130146
0,0.045,2.5661476,-4.7680173
1,0.09,0.63061076,-2.1942406
0,0.015,2.8010108,-5.3580623
0,0.005,1.5344882,-5.092098
0,0.005,2.0177395,-4.209092
0,0.015,3.0310242,-6.198537
0,0.06,3.1469843,-5.119292
0,0,2.2244174,-4.9559255
0,0.025,2.3241956,-4.2463975
0,0.035,1.2819778,-2.7249577
0,0.025,2.5300086,-4.333588
0,0.01,3.6690273,-5.7675743
0,0.065,3.346682,-5.851235
0,0.005,2.3444476,-5.0887694
0,0.025,4.477083,-6.0598645
0,0.01,2.6009898,-5.021052
0,0.15,1.6221122,-4.418074
0,0.06,3.013389,-5.5905576
1,0.02,0.68633467,-3.4650636
0,0.07,1.2794483,-3.6624064
0,0.005,3.0475545,-5.231242
0,0.055,1.4866885,-3.712905
1,0.77,-5.0031505,2.850957
0,0.035,1.8676653,-3.736868
0,0.125,0.43753114,-2.2954292
0,0.06,3.149539,-5.064037
0,0.03,1.0458635,-3.4052808
0,0.035,2.2733262,-4.1685514
0,0.01,2.4751468,-5.067887
1,0.825,-1.3573215,-1.3304709
0,0.03,2.9908314,-5.1710835
0,0.045,2.324138,-4.2322974
0,0.065,2.2623606,-3.6891165
0,0.07,2.185988,-4.4256887
0,0.02,3.248293,-5.9284663
0,0.025,2.3174367,-4.3984857
0,0.01,3.592651,-5.5847354
0,0.035,3.1467023,-5.25837
0,0.025,2.366733,-4.778216
1,0.84,-3.5038934,0.61761457
0,0,2.4139013,-4.476337
0,0.02,2.26293,-4.115643
0,0.01,3.0099237,-4.7410846
0,0.165,1.5992109,-4.4314237
0,0.005,2.7547123,-4.631856
0,0.015,2.8537319,-5.524184
0,0.01,2.2077947,-5.3232675
0,0.005,3.178863,-5.477266
0,0.09,-1.6187243,-2.0348697
0,0,3.3140116,-5.2448874
0,0.05,2.5483057,-4.961654
0,0.165,0.7501156,-2.3370764
0,0.015,2.5547957,-3.873272
0,0.125,2.5816453,-4.6898274
0,0.115,0.89926153,-2.5833898
1,0.205,0.28252298,-2.6998436
1,0.755,-4.9737096,0.5843418
0,0.04,2.188786,-4.848877
0,0.02,3.9436586,-6.3453236
1,0.56,-3.7238712,1.7461191
0,0.04,2.8106043,-5.2004995
0,0.16,1.8905268,-4.6275096
0,0.01,1.3295188,-4.1906095
0,0,3.0596204,-4.700755
0,0.04,3.1383634,-4.846168
0,0.015,1.6726066,-3.9922922
0,0.05,3.115028,-5.1948104
0,0.025,5.552653,-9.007401
0,0.005,3.663949,-6.160915
0,0.015,3.1471708,-5.4280806
1,0.95,-4.214944,1.9422419
0,0.03,2.7607055,-5.636454
1,0.235,-4.125719,0.88695246
0,0.02,3.0165043,-5.167992
1,0.91,-3.781585,1.3821706
0,0.015,3.5050473,-5.140368
0,0.01,3.2626204,-6.442704
0,0,3.4190147,-5.7750735
0,0.03,1.4934258,-4.4193015
0,0.01,2.7772765,-5.0786037
0,0.065,1.191731,-3.077283
0,0.035,1.8587208,-5.872997
0,0.02,2.1455894,-4.528692
0,0.02,4.6597705,-6.9996877
0,0.07,3.191631,-6.1917086
0,0.01,0.8664421,-3.518313
0,0.045,0.5412321,-3.2205088
0,0.02,1.3116556,-2.8469734
0,0.455,-4.117809,1.6057049
0,0.09,2.3009462,-3.5806265
0,0.03,2.8265796,-4.714282
1,0.855,-6.587615,3.6837358
0,0.01,4.3349495,-7.2954183
0,0.02,3.5526836,-5.8634224
0,0.075,1.7666607,-4.482122
0,0,4.212615,-6.727055
0,0.015,1.7265801,-3.7540598
0,0.045,2.7647696,-4.412953
0,0.055,0.733134,-2.1102314
0,0.005,2.2356794,-4.2960324
0,0.11,2.337593,-4.803893
0,0.015,1.188131,-3.2663066
0,0,0.944024,-3.8792078
1,0.755,-4.1091723,0.30605215
0,0.045,2.424457,-4.075183
0,0.025,2.4987044,-4.9986644
0,0.015,3.2169561,-6.21458
0,0.115,0.71542937,-3.2297916
0,0.035,4.7633724,-6.636851
0,0.08,1.5456756,-3.7128992
0,0.015,2.8266406,-4.859365
0,0.07,1.7987877,-4.3478456
0,0.02,3.3813214,-5.0893
0,0.03,1.6863458,-2.8606915
1,0.81,-3.046361,-0.0009865314
0,0,2.2390208,-4.636966
0,0.01,2.508639,-4.2982903
1,0.75,-4.005424,1.6105063
0,0.04,1.0423052,-4.0438643
0,0,1.7166649,-3.6656284
0,0.04,0.91646075,-3.0572116
0,0.045,1.2574481,-3.6050315
0,0.02,0.87011874,-2.6414714
0,0.02,2.6007025,-5.073079
0,0.74,-4.465746,2.4922066
0,0.075,4.5992713,-7.1146803
0,0.03,2.6424456,-5.235657
0,0.035,0.8744857,-2.694707
0,0.05,2.2860088,-3.456634
0,0.03,3.0399365,-5.8901043
0,0.025,2.478499,-4.408122
0,0,3.3035011,-6.393324
0,0.065,0.01355311,-1.9319136
0,0.015,2.2302809,-3.9668922
0,0.015,1.4063885,-4.0941315
0,0.01,2.5376844,-5.809878
0,0.06,1.9882822,-4.845988
0,0.02,1.7229257,-3.5897396
0,0.045,2.2731068,-6.0185924
0,0.02,3.2063875,-5.3077126
0,0.05,2.683086,-4.05702
0,0.02,2.3365169,-4.635132
0,0.035,1.9979405,-3.9697788
0,0.015,1.0200596,-2.5213082
1,0.5,-3.904615,1.7796464
0,0.01,2.3740401,-4.7081776
0,0.035,3.3034906,-5.5142746
0,0.1,1.6758854,-4.57671
0,0.055,1.1734493,-2.7312882
0,0.315,1.597074,-4.1062455
0,0.43,-2.6896772,-0.53267765
0,0.035,3.106291,-5.5059667
0,0.005,2.85502,-5.015759
0,0.035,1.9615285,-4.783232
0,0.02,2.3520813,-5.245483
0,0.135,1.9947252,-3.8327584
1,0.92,-4.4712224,2.2391489
1,0.745,-2.8704646,-0.7226287
1,0.545,-3.6608315,1.1231067
0,0.045,1.4510176,-2.8414602
0,0.075,2.6597338,-4.7236857
0,0.05,1.5984137,-3.5249376
0,0.11,1.8314136,-4.506168
0,0.05,1.2067714,-3.6048002
0,0.02,1.4641073,-3.96692
0,0.1,2.8345199,-4.8190823
0,0.04,1.3057796,-3.8133283
1,0.76,-2.5071392,-0.33526134
0,0.015,2.9742572,-5.4082675
0,0.01,3.6116269,-6.277912
0,0.005,3.4295273,-5.432819
0,0.025,2.646461,-5.042859
0,0.02,2.496426,-4.951188
0,0.015,3.496049,-6.1675124
0,0,2.3332293,-3.7230816
0,0.045,1.6930934,-3.5613678
0,0.03,3.3902617,-5.2359133
0,0.03,3.1825116,-4.173505
0,0.035,3.1359797,-4.8431487
0,0.045,1.4468086,-4.155334
1,0.1,0.2931102,-2.89152
