,class,sigmoid_ouput
1567,0,[0.915726   0.04889461]
1568,0,[0.99200577 0.0092884 ]
1569,0,[0.9903206  0.00642782]
1570,0,[0.9946926 0.0145391]
1571,0,[0.984884   0.03090881]
1572,0,[0.9904903  0.01219776]
1573,0,[0.9480463 0.0910737]
1574,0,[0.9839624  0.01688642]
1575,0,[0.98130023 0.02299932]
1576,0,[0.99770975 0.00462517]
1577,0,[0.93432695 0.03892669]
1578,0,[0.9883718  0.00939524]
1579,0,[0.9891179  0.00797461]
1580,0,[0.94401425 0.08191329]
1581,1,[0.0479022 0.9502357]
1582,1,[0.04546467 0.96602046]
1583,0,[0.9821155  0.01534671]
1584,0,[0.98158574 0.01727879]
1585,0,[0.9857026  0.01021973]
1586,0,[0.96662927 0.03769921]
1587,0,[0.9859481  0.02127284]
1588,0,[0.9494194  0.02623367]
1589,0,[0.9669284  0.02200613]
1590,0,[0.9848166  0.01559216]
1591,0,[0.98744583 0.01132938]
1592,0,[0.85007   0.1747463]
1593,0,[0.99880445 0.00162282]
1594,0,[0.99027526 0.00456593]
1595,0,[0.9858936  0.02454494]
1596,0,[0.9985592  0.00201276]
1597,0,[0.9898538 0.0178145]
1598,0,[0.9690618  0.04351638]
1599,0,[0.9902131 0.0118526]
1600,0,[0.9902182  0.01480646]
1601,0,[0.99038893 0.00811766]
1602,0,[0.9366701  0.08200568]
1603,0,[0.9688035  0.02631568]
1604,0,[0.97540706 0.02111037]
1605,0,[0.950006   0.13210046]
1606,0,[0.9482282  0.04763933]
1607,0,[0.9730401  0.02907444]
1608,0,[0.97695893 0.03622755]
1609,0,[0.97444874 0.01279169]
1610,1,[0.05301748 0.96098787]
1611,0,[0.9932267  0.00659066]
1612,0,[0.9890927  0.00565091]
1613,0,[0.94638234 0.05108944]
1614,0,[0.94283146 0.03718979]
1615,0,[0.9891132  0.02278545]
1616,0,[0.9595407  0.03754424]
1617,0,[0.99572396 0.00645173]
1618,0,[0.996757   0.00465028]
1619,0,[0.9289753  0.12469473]
1620,0,[0.9720016  0.03600753]
1621,0,[0.9844788  0.01445179]
1622,0,[0.99692684 0.00426447]
1623,0,[0.9929427  0.00859836]
1624,0,[0.99456304 0.00291739]
1625,0,[0.91198134 0.09815578]
1626,0,[0.98065966 0.02187685]
1627,0,[0.95043415 0.03490874]
1628,0,[0.9876024  0.01011197]
1629,0,[0.9729374  0.02012644]
1630,0,[0.95802516 0.04505217]
1631,0,[0.93690354 0.10554641]
1632,0,[0.98298347 0.02034635]
1633,0,[0.9799817 0.0380154]
1634,0,[0.9825232 0.0139159]
1635,0,[0.94246936 0.05962988]
1636,0,[0.98807937 0.00951171]
1637,0,[0.92097646 0.06371266]
1638,0,[0.9981243  0.00234558]
1639,0,[0.98555404 0.01467422]
1640,0,[0.98693246 0.01298054]
1641,0,[0.9911412  0.00941647]
1642,0,[0.979483   0.01914454]
1643,0,[0.95606226 0.04406111]
1644,0,[0.9774555  0.02757457]
1645,0,[0.97359145 0.02055259]
1646,0,[0.977851   0.01791376]
1647,0,[0.99888295 0.00233169]
1648,1,[0.06745151 0.94834924]
1649,0,[0.9892813  0.00903608]
1650,0,[0.99328715 0.00653164]
1651,0,[0.97006243 0.02410631]
1652,0,[0.9982843  0.00286376]
1653,0,[0.9130288  0.06116777]
1654,0,[0.9801666  0.04360862]
1655,0,[0.906362   0.05954642]
1656,0,[0.96957517 0.02415779]
1657,0,[0.9954455  0.00865007]
1658,0,[0.97778124 0.01085136]
1659,0,[0.93950415 0.10393421]
1660,0,[0.97584563 0.02995635]
1661,0,[0.87360823 0.10385766]
1662,0,[0.9901732 0.0073299]
1663,1,[0.03306312 0.9629594 ]
1664,0,[0.9912636  0.01113392]
1665,0,[0.99263    0.00752142]
1666,1,[0.11293233 0.96023166]
1667,0,[0.9809933  0.02515211]
1668,0,[0.9877566 0.0175082]
1669,0,[0.99630344 0.00307401]
1670,0,[0.9794311  0.02333485]
1671,0,[0.9942688  0.00520024]
1672,1,[0.05932915 0.9504432 ]
1673,0,[0.9944252  0.00857155]
1674,0,[0.9879095  0.02315537]
1675,0,[0.98290503 0.01054294]
1676,0,[0.99470216 0.00598478]
1677,0,[0.9905227  0.01587034]
1678,0,[0.9537119  0.03092759]
1679,0,[0.8315505  0.17831309]
1680,0,[0.9862996  0.01001805]
1681,1,[0.02518019 0.98035103]
1682,0,[0.8777716  0.11556409]
1683,0,[0.9190636  0.08245582]
1684,0,[0.18160883 0.8624212 ]
1685,0,[0.9656792  0.03648202]
1686,0,[0.9777239  0.02722127]
1687,1,[0.00708892 0.99209046]
1688,0,[0.99865866 0.00237452]
1689,0,[0.99284005 0.00732228]
1690,0,[0.9659614 0.0466234]
1691,0,[0.99643904 0.00413114]
1692,1,[0.04832714 0.95233345]
1693,0,[0.9843795  0.01344086]
1694,0,[0.8873263 0.0903078]
1695,0,[0.98700315 0.01941784]
1696,0,[0.9591976 0.0609447]
1697,0,[0.9971132  0.00441169]
1698,0,[0.95433885 0.04753745]
1699,0,[0.9758641  0.03042383]
1700,0,[0.96357906 0.02001286]
1701,0,[0.99585766 0.0055854 ]
1702,0,[0.9392357 0.070596 ]
1703,0,[0.94717604 0.03395529]
1704,0,[0.94617814 0.07546487]
1705,0,[0.97873825 0.0200413 ]
1706,0,[0.9969896 0.0031116]
1707,1,[0.08748639 0.92840284]
1708,0,[0.99530894 0.00381763]
1709,0,[0.98652494 0.0067474 ]
1710,0,[0.97583836 0.02271592]
1711,0,[0.9912555  0.00831752]
1712,0,[0.9710279  0.03781991]
1713,0,[0.98688406 0.01022695]
1714,0,[0.9874406  0.02065275]
1715,1,[0.0882166  0.94387734]
1716,0,[0.9818872 0.0153581]
1717,0,[0.99639577 0.00490023]
1718,0,[0.9683898 0.0253056]
1719,0,[0.98527306 0.0144222 ]
1720,0,[0.9943873  0.00424462]
1721,0,[0.9853732  0.01134419]
1722,0,[0.9521556  0.06313125]
1723,0,[0.9029197  0.04918712]
1724,1,[0.01884477 0.98614603]
1725,0,[0.96335334 0.03036289]
1726,0,[0.9911028  0.01018138]
1727,0,[0.9196208  0.07801275]
1728,0,[0.9022441  0.06409903]
1729,0,[0.9939287  0.00397636]
1730,0,[0.99413055 0.00412875]
1731,0,[0.9671893  0.03623769]
1732,0,[0.98234826 0.01177244]
1733,0,[0.97013086 0.02561645]
1734,1,[0.09781603 0.93217933]
1735,1,[0.01285554 0.9882556 ]
1736,0,[0.98753613 0.02077856]
1737,0,[0.98252857 0.02114646]
1738,0,[0.9594377  0.02725194]
1739,0,[0.95444876 0.0331912 ]
1740,0,[0.99731076 0.00539643]
1741,1,[0.14764936 0.8842606 ]
1742,0,[0.9772933  0.02499858]
1743,0,[0.99376386 0.01025991]
1744,0,[0.9809684  0.02551769]
1745,0,[0.91356444 0.06009662]
1746,0,[0.95474327 0.03281583]
1747,0,[0.9939365  0.00883658]
1748,0,[9.9891436e-01 6.7035656e-04]
1749,0,[0.89024127 0.11032783]
1750,0,[0.8154162 0.3313893]
1751,0,[0.9888383  0.00651464]
1752,0,[0.98001146 0.01971516]
1753,0,[0.968026   0.01387427]
1754,0,[0.9831898  0.01988218]
1755,0,[0.97988623 0.01497126]
1756,0,[0.99606603 0.00281923]
1757,0,[0.9933496  0.00862651]
1758,0,[0.7831995 0.3263727]
1759,0,[0.97373873 0.03645436]
1760,0,[0.99065816 0.00733989]
1761,0,[0.9857231 0.0099745]
1762,0,[0.9888988  0.01380305]
1763,0,[0.9627259  0.02572576]
1764,1,[0.04318945 0.9688854 ]
1765,0,[0.9915569  0.00577744]
1766,0,[0.97633004 0.02384485]
1767,0,[0.97750676 0.03813716]
1768,0,[0.9965076  0.00320651]
1769,0,[0.9789615  0.02428489]
1770,0,[0.9883724  0.01804669]
1771,0,[0.98205215 0.01552769]
1772,0,[0.9992416  0.00211287]
1773,0,[0.91457516 0.09534533]
1774,0,[0.9932146  0.00702719]
1775,0,[0.9429858  0.08101128]
1776,1,[0.02739939 0.97248983]
1777,0,[0.9942141  0.00716944]
1778,0,[0.956162   0.05698812]
1779,0,[9.9940920e-01 6.9020066e-04]
1780,0,[0.9907679  0.01165895]
1781,1,[0.11422478 0.9190186 ]
1782,0,[0.98862296 0.00887567]
1783,0,[0.9765262  0.01983563]
1784,0,[0.97520995 0.03501657]
1785,0,[0.96935344 0.0347359 ]
1786,0,[0.9858786  0.01013191]
1787,0,[0.98661846 0.0119489 ]
1788,0,[0.99346596 0.00401494]
1789,0,[0.9974516  0.00294258]
1790,0,[0.9848905  0.01811136]
1791,0,[0.9162193  0.04387183]
1792,0,[0.9965814  0.00936577]
1793,0,[0.99197704 0.01432885]
1794,0,[0.99451596 0.00542039]
1795,0,[0.8719781 0.1303632]
1796,0,[0.99823135 0.00260138]
1797,0,[0.88005805 0.06534439]
1798,0,[0.9805119  0.02051933]
1799,0,[0.9301699  0.06782893]
1800,1,[0.10005876 0.93945575]
1801,0,[0.98908395 0.01362894]
1802,0,[0.99091107 0.0151822 ]
1803,0,[0.9594604  0.07406279]
1804,0,[0.9847957  0.01365317]
1805,1,[0.05901593 0.9519176 ]
1806,0,[0.97956765 0.03227506]
1807,0,[0.94443524 0.05638731]
1808,1,[0.11714435 0.90417075]
1809,0,[0.9853234  0.01552786]
1810,0,[0.9667827  0.03801935]
1811,0,[0.9629444  0.03892847]
1812,0,[0.95000803 0.05070994]
1813,0,[0.88191926 0.13836557]
1814,0,[0.9804434  0.02053333]
1815,0,[0.8901193 0.1710801]
1816,1,[0.06662669 0.94479805]
1817,0,[0.98282325 0.0143324 ]
1818,0,[0.8445898  0.18995734]
1819,0,[0.99559903 0.00668708]
1820,0,[0.9518155  0.03833954]
1821,0,[0.9835392 0.0298088]
1822,0,[0.94272274 0.0485001 ]
1823,0,[0.9944622  0.00540998]
1824,0,[0.69252884 0.49918208]
1825,0,[0.9780503  0.02811487]
1826,0,[0.9664392  0.02037737]
1827,0,[0.93223524 0.03349918]
1828,0,[0.9941216  0.01280677]
1829,0,[0.9956689  0.00355204]
1830,0,[0.99751294 0.0024996 ]
1831,0,[0.9930623  0.00982799]
1832,1,[0.01344797 0.9868507 ]
1833,0,[0.98600394 0.02670677]
1834,0,[0.96715343 0.0178899 ]
1835,0,[0.975695   0.02686333]
1836,0,[0.987541   0.02049235]
1837,0,[0.9919411  0.00904063]
1838,0,[0.9857473 0.0179424]
1839,0,[0.9389839  0.04441088]
1840,0,[0.53825706 0.44711208]
1841,0,[0.98587173 0.01280651]
1842,0,[0.94938487 0.04329669]
1843,0,[0.9753237  0.03184893]
1844,0,[0.9928867  0.01526814]
1845,0,[0.92152804 0.13231477]
1846,0,[0.9931324  0.00519029]
1847,0,[0.9835787  0.01526864]
1848,0,[0.82813644 0.26878065]
1849,0,[0.90759254 0.09903605]
1850,0,[0.97059745 0.01616857]
1851,0,[0.95044357 0.0490553 ]
1852,1,[0.04906828 0.96701485]
1853,0,[0.99649835 0.00341396]
1854,0,[0.95508087 0.06984483]
1855,0,[0.99297124 0.00575949]
1856,0,[0.98894984 0.00575396]
1857,0,[0.9942549  0.00683754]
1858,0,[0.9668559  0.03783403]
1859,0,[0.97042656 0.0234092 ]
1860,0,[0.9856742  0.00840232]
1861,0,[0.97466147 0.03773279]
1862,0,[0.9939592 0.0091786]
1863,0,[0.9467167  0.10208366]
1864,0,[0.97855115 0.02576809]
1865,0,[0.93780077 0.05770274]
1866,1,[0.11165206 0.8780898 ]
1867,1,[0.05761   0.9477969]
1868,1,[0.09490702 0.96434546]
1869,0,[0.99854267 0.00308362]
1870,0,[0.99269193 0.0089678 ]
1871,0,[0.9898921  0.01413125]
1872,0,[0.96050763 0.05755232]
1873,0,[0.9713723  0.03236125]
1874,0,[0.9868138  0.01104721]
1875,1,[0.05859132 0.8976667 ]
1876,0,[0.95654553 0.08425195]
1877,0,[0.97103834 0.02749876]
1878,0,[0.99881077 0.0012813 ]
1879,0,[0.993316   0.01078536]
1880,0,[0.9879084  0.01883869]
1881,0,[0.9595075  0.06182731]
1882,0,[0.9899781  0.00681605]
1883,0,[0.98667204 0.03215429]
1884,0,[0.97633445 0.01731093]
1885,0,[0.9943429  0.00537572]
1886,0,[0.9879468  0.01457855]
1887,0,[0.9721025  0.03399944]
1888,0,[0.98449177 0.01929871]
1889,0,[0.9382649  0.04969928]
1890,0,[0.98490673 0.00952446]
1891,0,[0.9899154  0.01091154]
1892,0,[0.96519953 0.03853276]
1893,0,[0.98019534 0.01585502]
1894,0,[0.9809089  0.02330428]
1895,1,[0.08029054 0.91618216]
1896,0,[0.93366754 0.05925982]
1897,0,[0.9352646  0.06567205]
1898,0,[0.9179713  0.11837845]
1899,0,[0.9904081  0.01697943]
1900,0,[0.9613213  0.03710703]
1901,0,[0.9749928  0.01344857]
1902,0,[0.97286326 0.01988898]
1903,0,[0.9032565  0.07176976]
1904,0,[0.96774644 0.04282451]
1905,0,[0.99131525 0.01966189]
1906,0,[0.9855117  0.01175334]
1907,0,[0.9869975  0.01204007]
1908,0,[0.9595881  0.02727455]
1909,0,[0.9939944  0.00708531]
1910,0,[0.96306586 0.03458638]
1911,0,[0.9814641  0.02502644]
1912,0,[0.9865834  0.01025959]
1913,0,[0.915568   0.06309129]
1914,0,[0.99531436 0.00381944]
1915,0,[0.98519194 0.01947796]
1916,1,[0.041222   0.92650163]
1917,0,[0.99043345 0.01300823]
1918,0,[0.9564982  0.03754559]
1919,0,[0.98228824 0.02925153]
1920,0,[0.9950701  0.00530436]
1921,0,[0.9758355  0.03554022]
1922,0,[0.9854255  0.01293075]
1923,1,[0.0181256 0.9884946]
1924,0,[0.95938104 0.03118033]
1925,0,[0.9348632  0.04320343]
1926,0,[0.8961783  0.09992841]
1927,0,[0.9764014 0.0222524]
1928,0,[0.96292746 0.03805625]
1929,0,[0.95123345 0.06025369]
1930,0,[0.9895626  0.01323926]
1931,0,[0.99571997 0.00490874]
1932,0,[0.99021894 0.01303735]
1933,0,[0.9952891  0.01418412]
1934,0,[0.9724096  0.01679013]
1935,0,[0.9383157  0.04544097]
1936,0,[0.996689   0.00326913]
1937,1,[0.0372978 0.9765048]
1938,0,[0.99506974 0.00492264]
1939,0,[0.9810755  0.01198907]
1940,0,[0.92312384 0.05113237]
1941,0,[0.87642497 0.11040566]
1942,0,[9.9976665e-01 1.8043924e-04]
1943,0,[0.9822329  0.01458409]
1944,0,[0.9796666 0.0218189]
1945,0,[0.9956536  0.00307075]
1946,0,[0.9821552  0.03565355]
1947,0,[0.9524012  0.02741462]
1948,0,[0.9912006  0.00874298]
1949,0,[0.99236214 0.0120504 ]
1950,0,[0.98075897 0.02676062]
1951,0,[0.9675533  0.02367952]
1952,0,[0.8439477  0.23187593]
1953,0,[0.9683168  0.03778241]
1954,0,[0.6617596  0.31982452]
1955,0,[0.980165   0.01213111]
1956,0,[0.98627454 0.00995928]
1957,0,[0.9063393 0.181588 ]
1958,0,[0.9717871  0.03250374]
1959,1,[0.02244508 0.98392606]
1960,1,[0.03227662 0.9673104 ]
1961,0,[0.99819356 0.00136885]
1962,0,[0.9685366  0.02725818]
1963,1,[0.02130068 0.97639436]
1964,0,[0.9539592  0.01869486]
1965,0,[0.9600881 0.0819176]
1966,0,[0.903126  0.1495715]
1967,0,[0.9608431  0.04230667]
1968,1,[0.02808903 0.9569812 ]
1969,0,[0.99361527 0.0062849 ]
1970,0,[0.998412   0.00208878]
1971,1,[0.01596529 0.9645455 ]
1972,0,[0.9870608  0.01575136]
1973,0,[0.9861602  0.01019082]
1974,1,[0.05477076 0.9373456 ]
1975,0,[0.9969388  0.00456181]
1976,0,[0.9883273  0.01260283]
1977,0,[0.97322595 0.03482623]
1978,1,[0.04325816 0.954784  ]
1979,0,[0.98881966 0.01342702]
1980,0,[0.8957295  0.14941356]
1981,0,[0.99164724 0.01643379]
1982,0,[0.9793338  0.02273568]
1983,0,[0.9765548  0.04006131]
1984,0,[0.9843125  0.02440959]
1985,0,[0.99055976 0.01021054]
1986,0,[0.96844316 0.03336404]
1987,0,[0.98738223 0.01073148]
1988,0,[0.9266312  0.10133083]
1989,0,[0.9982351  0.00110647]
1990,0,[0.9801769  0.01157659]
1991,0,[0.99095386 0.01012525]
1992,0,[0.98115784 0.02057195]
1993,0,[0.9914579  0.01415406]
1994,0,[0.99159616 0.0070591 ]
1995,0,[0.98963124 0.01500665]
1996,0,[0.9535876  0.02644419]
1997,0,[0.99196374 0.01803675]
1998,0,[0.99792385 0.00233806]
1999,1,[0.01225352 0.9845226 ]
2000,0,[0.9880484  0.01757136]
2001,1,[0.06656271 0.9449221 ]
2002,0,[0.97704065 0.02163321]
2003,0,[0.98656636 0.01237238]
2004,0,[0.9936107  0.00624675]
2005,1,[0.02887389 0.9664561 ]
2006,0,[0.9763238  0.01049711]
2007,0,[0.97438157 0.03817217]
2008,0,[0.78564304 0.06744985]
2009,0,[0.96099216 0.03589539]
2010,0,[0.99743444 0.002012  ]
2011,0,[0.95856076 0.05759578]
2012,0,[0.92288756 0.09154029]
2013,1,[0.05743665 0.93289304]
2014,0,[0.9345874  0.05600494]
2015,0,[0.99846786 0.00338248]
2016,0,[0.9431292  0.02582954]
2017,0,[0.9864325  0.01249253]
2018,0,[0.92330307 0.10697193]
2019,0,[0.97298366 0.02523593]
2020,0,[0.9893551  0.01374963]
2021,0,[0.95617133 0.04972887]
2022,0,[0.9815943  0.02096171]
2023,0,[0.98518395 0.01467073]
2024,0,[0.9884875  0.02336593]
2025,0,[0.9937046  0.01237363]
2026,0,[0.9972506  0.00213848]
2027,0,[0.98521173 0.02827697]
2028,0,[0.992717   0.00523552]
2029,0,[0.8155395  0.17105271]
2030,0,[0.994962   0.00709698]
2031,0,[0.98381907 0.01132499]
2032,0,[0.9967417  0.00172493]
2033,1,[0.02583724 0.9545809 ]
2034,1,[0.02402378 0.9688794 ]
2035,0,[0.99367404 0.00366803]
2036,0,[0.99676174 0.00538303]
2037,0,[0.9618739  0.02220327]
2038,0,[0.97948086 0.01749423]
2039,0,[0.9953556  0.00399031]
2040,0,[0.93955487 0.07335445]
2041,0,[0.9886869  0.00749358]
2042,1,[0.05844424 0.9290685 ]
2043,0,[0.9967803  0.00258242]
2044,0,[0.94015414 0.07081266]
2045,0,[0.995237   0.00388959]
2046,0,[0.9798425  0.02260112]
2047,0,[0.93960404 0.0293176 ]
2048,0,[0.97704065 0.02413253]
2049,0,[0.96648675 0.01705462]
2050,0,[0.98805714 0.02306591]
2051,0,[0.97969204 0.01971706]
2052,0,[0.98865265 0.01476119]
2053,0,[0.9687617  0.04625454]
2054,0,[0.99686015 0.00409172]
2055,0,[0.98159355 0.01673675]
2056,0,[0.9894007  0.00866003]
2057,0,[0.9965874  0.00290227]
2058,0,[0.995678   0.00515814]
2059,0,[0.98088354 0.01498507]
2060,0,[0.9686608 0.0132735]
2061,1,[0.1107853 0.9368354]
2062,0,[0.973824   0.02535849]
2063,0,[0.99239993 0.00403001]
2064,0,[0.9790344  0.01239269]
2065,0,[0.9724052  0.02607477]
2066,0,[0.9962955  0.00593332]
2067,1,[0.0240721 0.9606532]
2068,0,[0.9333665  0.10828178]
2069,0,[0.9960296  0.00613688]
2070,0,[0.992892   0.00652366]
2071,0,[0.9974015  0.00406552]
2072,0,[0.9764206  0.01255539]
2073,0,[0.9005116  0.04300081]
2074,0,[0.9362015  0.11463849]
2075,0,[0.9742184  0.05095725]
2076,0,[0.90242803 0.0765742 ]
2077,0,[0.8092847  0.17330518]
2078,0,[0.93756557 0.08627165]
2079,0,[0.9834932  0.00917868]
2080,0,[0.9919228  0.01166729]
2081,0,[0.98287576 0.02228036]
2082,0,[0.98854876 0.01668348]
2083,1,[0.07962651 0.9586524 ]
2084,0,[0.9754342  0.02229438]
2085,0,[0.99304986 0.00714767]
2086,0,[0.9861432  0.03973828]
2087,0,[0.9883482  0.01762999]
2088,0,[0.99804974 0.00670621]
2089,0,[0.9900232  0.01028195]
2090,0,[0.9751711  0.03629031]
2091,0,[0.9935091 0.007927 ]
2092,0,[0.98426235 0.01616322]
2093,0,[0.9903818  0.00694453]
2094,0,[0.86967874 0.11721575]
2095,0,[0.9466645  0.05436824]
2096,1,[0.01997746 0.98009896]
2097,0,[0.97000384 0.0464786 ]
2098,0,[0.9902085  0.00950083]
2099,0,[0.99291587 0.00506609]
2100,1,[0.0025221  0.99846244]
2101,0,[0.99364084 0.01000938]
2102,0,[0.984977   0.01261498]
2103,0,[0.98839134 0.02867112]
2104,0,[0.5836369 0.5259538]
2105,0,[0.9972656  0.00295372]
2106,0,[0.9696741  0.03515461]
2107,1,[0.09732684 0.958686  ]
2108,0,[0.98983943 0.01106984]
2109,0,[0.9849354 0.0165764]
2110,0,[0.99468935 0.00629583]
2111,0,[0.9882057  0.00797506]
2112,0,[0.9970234 0.0029382]
2113,0,[0.9471378 0.0570252]
2114,0,[0.995481   0.00487345]
2115,0,[0.95430565 0.03913275]
2116,0,[0.9978671  0.00520699]
2117,0,[0.9697676  0.03461076]
2118,0,[0.9825593  0.01887772]
2119,0,[0.97646946 0.02494309]
2120,0,[0.9691784  0.03623281]
2121,0,[0.9954454  0.00602918]
2122,1,[0.14161989 0.9015179 ]
2123,0,[0.98392385 0.01761995]
2124,0,[0.9699395  0.04584863]
2125,0,[0.9751881 0.0429178]
2126,0,[0.9718573  0.03045235]
2127,0,[0.9555436  0.06923797]
2128,0,[0.9829297  0.01400508]
2129,1,[0.09387595 0.93563145]
2130,0,[0.98406595 0.0131168 ]
2131,0,[0.9727331  0.02149265]
2132,0,[0.9833202  0.02143043]
2133,0,[0.9863614  0.00942384]
2134,1,[0.01117777 0.9925343 ]
2135,0,[0.9860286 0.0286789]
2136,0,[0.98120743 0.02878319]
2137,0,[0.96831155 0.05837899]
2138,0,[0.9882543  0.01272901]
2139,0,[0.99496233 0.00914472]
2140,0,[0.998632   0.00324134]
2141,0,[0.9773316  0.03319514]
2142,0,[0.99191076 0.00579782]
2143,0,[0.9972752  0.00450499]
2144,0,[0.9686687  0.03205239]
2145,0,[0.9957818  0.01022211]
2146,0,[0.82801825 0.209857  ]
2147,0,[0.9791474  0.02764007]
2148,0,[0.9823651  0.01832359]
2149,1,[0.01479934 0.9735946 ]
2150,0,[0.96713233 0.01168528]
2151,0,[0.9821676  0.01511513]
2152,0,[0.97652096 0.01939193]
2153,0,[0.97519964 0.02761365]
2154,0,[0.97873634 0.02181424]
2155,0,[0.9979819  0.00273081]
2156,1,[0.09152052 0.9395509 ]
2157,0,[0.9338817  0.05798271]
2158,0,[0.9514994  0.02663367]
2159,0,[0.9586539  0.03555059]
2160,0,[0.98611104 0.00789654]
2161,0,[0.9657003  0.04186067]
2162,0,[0.94353324 0.1246856 ]
2163,0,[0.9243963  0.09128648]
2164,0,[0.9867127  0.01494943]
2165,0,[0.9443302  0.06018082]
2166,0,[0.96623224 0.02358652]
2167,0,[0.9986272  0.00128173]
2168,0,[0.99060374 0.00801913]
2169,0,[0.90802515 0.11967921]
2170,0,[0.9947489  0.00907055]
2171,0,[0.9569884  0.06111724]
2172,0,[0.98939055 0.01660453]
2173,0,[0.99621874 0.00902872]
2174,0,[0.8778078  0.08927827]
2175,0,[0.97784746 0.02390417]
2176,0,[0.99911016 0.00162548]
2177,0,[0.9550365  0.04295257]
2178,0,[0.8798677  0.11147787]
2179,0,[0.9945023  0.01012629]
2180,0,[0.97811365 0.02353619]
2181,0,[0.9859207  0.03426949]
2182,0,[0.98362505 0.02413073]
2183,0,[0.98218554 0.03322673]
2184,0,[0.9952512 0.005434 ]
2185,0,[0.97236866 0.03111716]
2186,0,[0.10782351 0.89377534]
2187,0,[0.95369035 0.05644778]
2188,1,[0.04268125 0.9738299 ]
2189,0,[0.8589142  0.09045313]
2190,0,[0.99517316 0.00689964]
2191,0,[0.94911903 0.11672818]
2192,1,[0.06855719 0.97194666]
2193,0,[0.9959906  0.00432578]
2194,0,[0.99069136 0.00960246]
2195,0,[0.97588265 0.02756243]
2196,0,[0.983017   0.02566435]
2197,0,[0.96212286 0.06802694]
2198,1,[0.05080479 0.9578235 ]
2199,0,[0.98979586 0.01392667]
2200,0,[0.9292448 0.0816342]
2201,0,[0.99853814 0.00160742]
2202,0,[0.98244435 0.02076586]
2203,1,[0.11286381 0.96878403]
2204,0,[0.9186588  0.06308854]
2205,0,[0.93099123 0.04090127]
2206,0,[0.9635198  0.03325076]
2207,0,[0.99706095 0.00308506]
2208,1,[0.03651271 0.90481955]
2209,0,[0.9834346  0.00857626]
2210,0,[0.9881336 0.0169752]
2211,0,[0.9906786  0.00688224]
2212,0,[0.83227086 0.12258209]
2213,0,[0.986945   0.01405901]
2214,0,[0.9990701  0.00103887]
2215,0,[0.9955195  0.00944195]
2216,0,[0.9898929  0.00762302]
2217,0,[0.99227285 0.00568655]
2218,0,[0.99378115 0.0064836 ]
2219,1,[0.01595455 0.9865442 ]
2220,1,[0.07773011 0.94587547]
2221,0,[0.9919809  0.01014906]
2222,0,[0.9675235  0.04213674]
2223,1,[0.02977777 0.9757672 ]
2224,0,[0.9949292  0.01168644]
2225,0,[0.9429673  0.07797158]
2226,0,[0.9579584  0.06162862]
2227,0,[0.9155855  0.08548664]
2228,0,[0.91259086 0.06179732]
2229,0,[0.9538026  0.06078351]
2230,0,[0.952453   0.02783137]
2231,0,[0.99345446 0.01331124]
2232,0,[0.9610627  0.04762676]
2233,0,[0.861961   0.15023553]
2234,0,[0.98848933 0.010301  ]
2235,0,[0.9687774  0.03477058]
2236,0,[0.99783856 0.00288502]
2237,0,[0.9454066  0.03920403]
2238,0,[0.9910143  0.00849904]
2239,0,[0.9942192  0.01170427]
2240,0,[0.93366444 0.09923284]
2241,0,[0.977196   0.02025011]
2242,0,[0.99285865 0.0061689 ]
2243,0,[0.9540694  0.05210762]
2244,0,[0.9947002  0.00714056]
2245,0,[0.9444306  0.05808338]
2246,0,[0.95036376 0.05748257]
2247,1,[0.10721885 0.9247776 ]
2248,0,[0.9541111  0.05106543]
2249,0,[0.9813751  0.02290401]
2250,0,[0.9912883  0.00960119]
2251,0,[0.93150896 0.01882669]
2252,0,[0.9888565 0.0143239]
2253,0,[0.9693285 0.0266919]
2254,0,[0.9969236  0.00443278]
2255,0,[0.97690123 0.02093725]
2256,0,[0.9701357 0.0377975]
2257,0,[0.99337053 0.01362673]
2258,0,[0.9875897 0.0085025]
2259,1,[0.0400161 0.9723263]
2260,0,[0.9789538 0.0430565]
2261,0,[0.98804516 0.00857606]
2262,0,[0.95981514 0.07588298]
2263,0,[0.972758 0.034596]
2264,0,[0.93685454 0.06152894]
2265,0,[0.9781423  0.01757619]
2266,0,[0.9742207 0.0140349]
2267,0,[0.95719665 0.04235507]
2268,0,[0.83683324 0.10724448]
2269,0,[0.94717383 0.04126345]
2270,0,[0.9799167  0.01070276]
2271,0,[0.9955831  0.00960352]
2272,1,[0.04339089 0.9658837 ]
2273,0,[0.99405307 0.00980928]
2274,0,[0.96727675 0.03733089]
2275,0,[0.957837   0.01940383]
2276,0,[0.935334   0.06372215]
2277,0,[0.78996557 0.17212074]
2278,0,[0.96533895 0.03231111]
2279,0,[0.9931023  0.00573692]
2280,0,[0.9851356 0.0134948]
2281,0,[0.9710604  0.03569966]
2282,0,[0.6353092  0.43450916]
2283,0,[0.97220236 0.04048758]
2284,0,[0.926036   0.14168434]
2285,0,[0.9888381  0.01548888]
2286,0,[0.99711645 0.00332111]
2287,0,[0.981641   0.01814287]
2288,0,[0.9689465  0.02469134]
2289,0,[0.9982322  0.00308384]
2290,0,[0.9887307  0.00711918]
2291,0,[0.99897575 0.00107056]
2292,0,[0.811006   0.13313429]
2293,0,[0.9683184 0.0223726]
2294,0,[0.99375194 0.00804567]
2295,0,[0.9823699  0.02312369]
2296,0,[0.99622405 0.00446922]
