item,class,prediction0,prediction1,direct_prob_0
545,0,0.84537685, -1.281822,0.9621113914983062
546,0,1.6232294, -2.1338363,0.98957436282301
547,0,1.1662874, -0.7531331,0.9598031978644552
548,0,3.04257, -2.707394,0.9984046192456911
549,0,3.7015789, -3.0675676,0.9972720160085808
550,0,2.5801005, -2.7598896,0.9985526312764712
551,0,1.9857476, -2.0457227,0.990133916151202
552,0,3.1179748, -3.048813,0.9982001779896629
553,1,-2.7498534, 3.0978034,0.11489886239674917
554,0,3.2459118, -3.3629234,0.9977148904508706
555,0,2.3220367, -2.3954327,0.9970380050805615
556,0,2.1535208, -2.3303878,0.9943830480144379
557,0,3.5373495, -3.189826,0.9974704987450203
558,0,3.059405, -2.6213763,0.9984263536057981
559,0,2.171583, -2.4143703,0.9956687608871428
560,0,1.3356125, -1.2793391,0.9762571663695978
561,0,2.3102543, -2.4996128,0.9976092342488991
562,0,2.4659781, -2.437386,0.998018454585589
563,0,0.46089897, -0.30514243,0.8138236675598328
564,0,2.0672088, -2.0255551,0.9904579559781375
565,0,3.1304724, -2.7109134,0.9983473890454725
566,0,2.671808, -2.508122,0.9984848659417603
567,0,3.3638065, -3.4640365,0.9971958767822812
568,0,-2.13616, 2.4886205,0.11944872408968117
569,1,-0.41676167, 1.2224684,0.3157221880757628
570,0,1.9444993, -1.609769,0.9894994233844918
571,0,1.1830587, -0.9936745,0.9656485479086548
572,0,2.6006129, -2.0879228,0.9968318602794414
573,0,2.0283103, -2.0453868,0.9903296311802358
574,0,0.13693957, 0.39054447,0.5271415332151639
575,0,2.8611524, -2.4036107,0.9985020833708573
576,0,1.4768753, -0.742546,0.9680056356729082
577,0,3.106708, -2.745094,0.9983482777374438
578,0,2.940485, -2.352833,0.9984866298372497
579,1,0.96221, -1.7390597,0.9725555561820215
580,0,1.6308527, -1.2758381,0.9831730495140736
581,0,1.8684855, -1.6761165,0.9895151536428359
582,0,2.1780796, -1.8260965,0.9902384082130626
583,0,3.0198152, -2.0176344,0.9979894825672635
584,0,2.318282, -1.3939214,0.9894801701741592
585,0,1.4213905, -1.0774403,0.9732672222483725
586,0,2.9624712, -2.3275917,0.998474324000603
587,0,2.5115576, -3.005667,0.9985211016947805
588,0,2.4513755, -2.25105,0.9969559942233849
589,0,3.2360435, -2.8275301,0.9982447102591828
590,0,0.46353108, -0.20731427,0.8077012910095527
591,0,2.076387, -1.7500812,0.9898177827218065
592,0,2.0395875, -1.8223141,0.9898483388216459
593,0,3.3842034, -3.0852883,0.9979579551434261
594,0,1.4155152, -0.8610178,0.9687715842612384
595,0,3.509415, -2.9304745,0.9979694974809115
596,0,2.2449658, -1.8839588,0.9908520823441392
597,0,3.1766884, -2.7003849,0.9983239469548316
598,0,2.6818612, -2.896335,0.9985253020467233
599,0,1.7027779, -1.8917475,0.9895821338524737
600,0,1.6137173, -1.6160067,0.988400032747068
601,0,3.4299338, -3.4448001,0.9970662431828313
602,0,0.55640733, -0.5464096,0.8582468207384264
603,0,0.7066371, -0.3872749,0.8497499598606528
604,0,3.8699863, -3.4181862,0.9960040237140975
605,0,2.2434342, -2.2375038,0.994466326667496
606,0,2.28801, -2.5925486,0.9979072398058367
607,0,2.920461, -1.9038986,0.9972774038644963
608,0,2.7160614, -2.5806015,0.9985395282550842
609,1,-3.261127, 3.6680892,0.11469188402552818
610,0,3.1814036, -2.934644,0.998225909783978
611,0,2.835588, -2.880837,0.9984580276382145
612,0,2.3116548, -2.5883386,0.9979834847102822
613,0,0.30748564, -1.4316558,0.950745747028842
614,0,1.7996815, -1.7179165,0.9894933386577377
615,1,-1.9158816, 1.9206892,0.17154449270573408
616,0,3.138784, -3.0589201,0.9981820040598351
617,0,3.7959595, -3.806192,0.9957523156621592
618,0,1.3049253, -1.5192324,0.9814771379243232
619,1,-1.1002114, 1.9497521,0.1821924731146702
620,0,2.1017466, -2.3405814,0.9937515031054419
621,0,2.5407844, -2.456054,0.9982586648017509
622,0,0.7863197, -0.43537354,0.8740909871684813
623,0,1.8367913, -1.2833296,0.9863046716413085
624,0,3.82092, -2.9947946,0.9970130015421473
625,0,2.8823984, -3.0471447,0.9983395118512558
626,0,2.2718754, -2.2227108,0.9946717413838546
627,0,-0.05173897, -0.56684923,0.8040012788149216
628,0,1.73236, -1.9012264,0.9896091770256252
629,0,0.39731184, -0.01105773,0.7921568052465028
630,0,2.1910331, -1.9637462,0.9909480838487863
631,0,2.5798814, -2.6569164,0.9985232874962816
632,0,3.8083525, -3.803944,0.995747279402736
633,0,2.842523, -2.424452,0.9985081909216997
634,1,-1.6086627, 1.5393884,0.18187149792856522
635,0,1.8520559, -1.8913678,0.9896760034081759
636,0,1.7658104, -1.6841117,0.989369102030698
637,0,2.8277125, -3.3338356,0.9981353841010557
638,0,2.6014273, -2.1388955,0.9972126100623093
639,0,1.7725047, -1.4902192,0.9884541473526347
640,0,1.213987, -0.71363336,0.96037687992589
641,0,2.8937595, -2.5421064,0.9985281211845477
642,1,-3.2801006, 3.572027,0.11471074349095155
643,1,-0.8402496, 1.7495,0.18658766937700635
644,0,2.3970668, -2.1948738,0.9959200063941558
645,0,2.8840172, -2.810444,0.9984610863638829
646,0,2.1294482, -2.351019,0.9942988464985637
647,0,1.0993936, -0.65271485,0.952124082625807
648,0,1.9059985, -2.036745,0.9898631385419367
649,0,2.072047, -2.6139948,0.9965239640694256
650,0,2.0746968, -2.3466337,0.9934280463969083
651,0,2.300504, -2.5762835,0.9978982702495887
652,0,1.7359599, -2.108793,0.9896712401536321
653,0,2.620747, -2.7073863,0.9985514710468466
654,0,-0.4229356, 0.85535413,0.33631972071437854
655,0,1.3087503, -0.8940251,0.9669940596077756
656,1,-1.1582565, 0.6618418,0.32500272850259765
657,0,2.3923736, -1.8749429,0.9921023290766766
658,0,1.4329712, -1.3612553,0.981153079910865
659,0,0.7547651, -0.83135825,0.941086329997761
660,0,1.736775, -1.4800802,0.988124990465633
661,0,1.6071861, -1.2062582,0.9808433840064675
662,0,2.0085618, -1.7777753,0.989753537920016
663,1,0.6374641, -0.416858,0.8449751458092829
664,0,1.717347, -1.4858059,0.9880339639234834
665,0,2.1914153, -2.2568579,0.9939749576869631
666,0,1.2888995, -1.0640928,0.9697303736909505
667,0,1.6492004, -2.0951915,0.9895986689629653
668,0,2.7817454, -3.1794221,0.9983039400092264
669,0,1.9008697, -1.9894321,0.9897927416361832
670,0,2.1543157, -1.4349701,0.9893860236516694
671,1,-1.3167844, 1.5565782,0.18421921321910326
672,0,4.089913, -3.322926,0.9958229531722042
673,0,0.49862397, -0.28997406,0.8149853939725874
674,0,0.5696919, -0.7235939,0.9015249063422538
675,0,1.1988271, -1.7763476,0.9834138109488847
676,0,0.46456492, -0.46815822,0.8309146143646788
677,0,2.7197747, -2.5583708,0.9985330983628508
678,0,2.947383, -3.5146558,0.9977891721108011
679,0,4.1982694, -2.7279358,0.9955225885653026
680,0,2.7815592, -2.5660446,0.9985438090641787
681,0,1.1654636, -1.5957978,0.9784655046662343
682,0,2.4528499, -1.4678502,0.9899311665455839
683,0,2.9452765, -3.1781638,0.9982138794358089
684,0,2.7407284, -2.9280217,0.9984880783088478
685,0,1.7493834, -1.2919446,0.9854051803820789
686,0,3.0988903, -2.596197,0.9984088656493845
687,0,3.0851247, -3.2286992,0.9980836414456619
688,0,2.5024364, -2.5091624,0.9982886070194105
689,0,2.389474, -2.82401,0.9984898913875256
690,0,1.2429014, -0.5998001,0.9571782855628662
691,0,1.4843143, -1.6038129,0.986939126648791
692,0,2.0670996, -2.0384724,0.9905169780014014
693,1,0.48509032, -0.02108264,0.7973975141518058
694,0,2.55629, -1.7559173,0.9926475894422648
695,1,-1.6340605, 2.3177023,0.16424090294792343
696,1,0.83479977, 0.6325922,0.5738701998317347
697,0,3.1811123, -2.8201127,0.9982759426431086
698,0,1.917742, -1.6262885,0.989494536625292
699,0,1.4409802, -0.91916627,0.9703151781547896
700,0,2.1860874, -1.3507037,0.989114369874757
701,0,2.6189075, -2.7651236,0.9985570506721055
702,0,1.5075983, -1.1498873,0.977139467632041
703,0,2.1069415, -1.6134043,0.9896838663481675
704,0,0.9748818, -1.0486106,0.961046629650105
705,0,2.0565722, -1.883175,0.9899820592548948
706,0,1.7814615, -2.000706,0.989671893975302
707,0,-1.1236486, 1.7305701,0.18361889884839333
708,0,2.3017337, -2.4088328,0.9969762773520572
709,0,1.6075587, -1.4259561,0.9860147665700786
710,0,1.4807994, -1.0762016,0.9745729208511045
711,0,1.4691441, -1.6418494,0.9872022206240668
712,1,-1.7074064, 1.9290291,0.17748583266203832
713,0,1.9255766, -1.62747,0.9895065637678228
714,0,2.0077705, -1.681547,0.9896610500303865
715,0,3.5781014, -2.9893594,0.9977758123876797
716,0,1.5900917, -1.7053273,0.9888289186857282
717,0,2.4032629, -2.1245754,0.9951911481476995
718,0,0.7817946, -0.84658754,0.9443957478754249
719,0,1.3524302, -1.4068832,0.9801540761072197
720,0,2.542093, -2.2873816,0.9977257429953222
721,0,1.3846619, -1.4249709,0.981500025209307
722,0,2.4684713, -2.3320413,0.9975882689983538
723,0,2.8061962, -2.1259496,0.9980010541346852
724,0,2.844203, -2.2936287,0.99840716149051
725,0,3.8498988, -3.7978754,0.9957302149661128
726,0,0.96933836, -0.8479583,0.9549659073391746
727,0,-0.82540804, 2.214995,0.18194336410809178
728,1,-3.6122696, 4.810422,0.11492458838251576
729,0,2.6159742, -3.1147413,0.9984351302791206
730,0,3.0409527, -2.7802012,0.998374384663618
731,1,0.1214797, 0.6310977,0.3847511071822659
732,0,2.7575073, -2.3823369,0.9984370578468307
733,0,3.2420714, -2.4771326,0.9983400602279031
734,1,-1.2107077, 0.32521385,0.33264156376294224
735,1,-0.34291828, 0.2630511,0.41188342290107377
736,0,3.1029503, -2.743202,0.9983513515064738
737,0,2.1912816, -2.1273522,0.9923765795895791
738,0,1.3465436, -0.7586171,0.9654715540193146
739,0,1.0089786, -1.4972072,0.9703586192610933
740,0,2.7664907, -2.798686,0.9985254248694344
741,1,1.8446527, -2.2530785,0.9902164663888452
742,0,3.5483005, -3.3393471,0.9970215226644523
743,0,2.2350805, -2.1596196,0.993343715511281
744,0,0.99154, -1.1646239,0.9637283645444732
745,0,2.724583, -2.219203,0.9980901777973267
746,0,2.4855523, -2.5707655,0.9983621113367974
747,0,2.9275625, -2.5832272,0.9985117740272765
748,0,1.6134148, -1.5826015,0.9881178186480835
749,0,2.4180963, -2.858082,0.9985183542296431
750,0,3.0890274, -3.3834429,0.9978876416443585
751,0,2.8149624, -2.6030302,0.9985441702980207
752,0,2.6111968, -2.5234363,0.9984516714862693
753,0,1.7290192, -2.1104164,0.9896649784786359
754,0,3.5762002, -3.2997384,0.9970493258767027
755,0,3.2351453, -2.391834,0.99834140720809
756,0,1.0808791, -1.2371724,0.9675154314346291
757,0,3.077843, -2.4853318,0.9984510260015356
758,0,2.3509812, -2.5018353,0.9978196139115952
759,0,3.5830781, -3.0218647,0.99771072959156
760,0,-0.01473762, 0.17390922,0.6393767339629285
761,1,-1.9607985, 2.2200947,0.14979555424311394
762,0,1.4941559, -2.2367828,0.9894070275671947
763,0,1.4414815, -0.4786136,0.9605766889258462
764,0,2.7925498, -2.8495722,0.998495561488188
765,0,2.7914317, -2.4825475,0.9985219542639746
766,0,2.2713997, -2.2267578,0.9947168237647442
767,1,1.8649993, -1.9847779,0.9897378932344024
768,0,2.181424, -2.3650486,0.9952161894549022
769,0,3.29022, -2.7091258,0.9982599857482348
770,0,2.189904, -1.9643465,0.9909433266346779
771,0,2.1356497, -1.7439376,0.9899168150320424
772,0,0.91265255, -1.2958593,0.9639746545431994
773,0,3.0372348, -2.9817257,0.9982821050737851
774,0,2.6503963, -2.45854,0.9984213724286297
775,0,3.2908306, -3.010825,0.9981169404142276
776,0,2.2787507, -1.2440152,0.9886381438848951
777,0,3.2407887, -3.1641924,0.9980227863626339
778,0,3.6803284, -3.1626918,0.9970932353941795
779,0,1.9877009, -2.2778938,0.9915027315115302
780,0,3.7019327, -3.2104566,0.9968832816347042
781,0,3.102159, -3.1980815,0.9981002008605008
782,1,0.02926242, 0.16414352,0.6666262272295498
783,0,1.104621, -0.45019373,0.9311521027988702
784,1,-0.9858013, 1.7841752,0.1841337231279408
785,0,1.689116, -1.7655836,0.9893991626855847
786,0,2.9990692, -2.3576815,0.998482119179713
787,0,1.1251477, -0.9967605,0.9641537235999642
788,0,1.7232368, -0.73078066,0.971101967858386
789,0,1.8116446, -1.1454039,0.9825596410131743
790,0,1.1381114, -1.6805265,0.9792334714802746
791,0,2.9238997, -3.1836,0.9982219819368596
792,1,-0.8764904, 0.9943979,0.3104460564183998
793,0,2.4256885, -2.0499926,0.9945680026161843
794,0,2.5145931, -3.1730304,0.9983941084070467
795,0,3.9050558, -3.3838294,0.9959919143276912
796,0,2.2704747, -2.0939028,0.9930114507528134
797,0,2.201678, -1.8024187,0.9902548646005193
798,0,2.7234848, -2.353675,0.9983686227456124
799,0,3.3194025, -2.6877873,0.9982513485337642
800,0,2.6727958, -2.9390028,0.9985129510744383
801,0,2.882577, -2.1848776,0.9982801751779682
802,0,2.8906698, -2.898504,0.9984152543346946
803,0,0.8191103, -1.7214124,0.966353685880574
804,0,2.1754086, -1.8530006,0.9903181373127852
805,0,2.7616742, -2.4744248,0.998509257033621
806,0,1.5392419, -1.2902997,0.981760503808699
807,0,2.5225503, -1.8767478,0.9936786840294028
808,0,3.3393245, -2.9459844,0.9981262036144835
809,0,1.4757226, -1.9747323,0.9892722372070578
810,0,1.7653978, -1.9718058,0.98965315185437
811,0,2.803153, -2.3247468,0.9984113300883366
812,0,3.1452773, -2.6732824,0.9983524008730537
813,0,1.1463752, -1.6447155,0.9787988394657763
814,0,3.1985717, -3.120925,0.9980986482232195
815,0,1.0703971, -1.3158724,0.9687849342414712
816,0,2.0291798, -1.8700699,0.9898933702186417
817,0,3.1139188, -2.8849964,0.99828458713814
818,0,3.7524283, -2.790787,0.9976461759555367
819,0,2.5885303, -3.0297527,0.9984991204305538
820,0,2.275095, -2.5934937,0.9978566438977484
821,0,0.96896654, 0.2549936,0.7934546896355956
822,0,2.9391294, -2.1034386,0.9981657278745463
823,0,2.2027364, -1.9814804,0.9911623017838959
824,0,3.7469254, -3.6738636,0.9958902134408686
825,0,3.550241, -3.4473758,0.996694222682902
826,0,2.657961, -2.5734916,0.9985179590325244
827,0,1.8769596, -1.626621,0.9894370947738689
828,0,0.1555352, -0.11492455,0.7872041731804741
829,1,-2.173471, 2.8649197,0.11520243422346707
830,0,3.601305, -3.0820556,0.9975462709538273
831,1,-1.6708434, 2.5224218,0.13931529745982912
832,0,2.1695197, -2.071638,0.9915720704233383
833,0,3.5909092, -2.7176929,0.9980268869619987
834,0,2.2961457, -2.809118,0.9983805998043169
835,0,2.068621, -1.5721897,0.9895810880256819
836,1,-1.0231514, 1.1133986,0.26568525073540733
837,1,-0.84814984, 1.382688,0.21998466476499978
838,0,1.2422879, -1.5605894,0.9804334809781369
839,0,2.8519194, -2.7261965,0.998510927739587
840,0,1.318782, -1.9337358,0.9880300870650747
841,0,2.2912524, -2.4604824,0.997263705940211
842,0,3.226023, -3.0163527,0.9981563955072519
843,0,2.7038243, -2.324188,0.9982933401039311
844,0,2.61393, -2.2947032,0.9980199030716662
845,1,-2.589965, 3.0503013,0.11494023296444549
846,0,2.9961517, -2.8354778,0.998377794425614
847,0,0.70655566, 0.07332216,0.8002859120173249
848,1,0.5711579, 0.2758191,0.7526333138053495
849,0,1.0609052, -1.0950189,0.9642841966804322
850,0,2.1567354, -2.5726035,0.9970005949808853
851,0,2.0088809, -1.8982592,0.9898904511477529
852,0,1.4823046, -1.4131811,0.9835514864671422
853,0,1.4181587, -1.6128889,0.9860160015885663
854,0,1.6023532, -0.6364364,0.968372634171996
855,0,2.676247, -2.7054908,0.998556288092052
856,0,1.5986168, -1.8350673,0.9893437977272287
857,0,2.450776, -2.3839808,0.9977545886444977
858,0,2.7787373, -2.6091022,0.9985485809914878
859,1,-1.6847686, 1.7058859,0.18003450287984152
860,0,2.7688744, -2.3337197,0.9983911390426419
861,0,1.1464549, -0.9967618,0.964730958200021
862,0,0.70929915, -0.668909,0.9133813774422136
863,0,1.900949, -1.7979575,0.9896628835397795
864,0,1.9628904, -1.5136117,0.9892917710942577
865,0,3.4144945, -3.5334208,0.9968411612126981
866,0,3.18046, -2.9640532,0.9982119231608662
867,0,3.7785184, -2.6919663,0.9976762848554136
868,1,-2.4369018, 2.7796867,0.1150557580670129
869,0,1.4840859, -1.3100113,0.9810529939608249
870,0,1.7542994, -1.7081865,0.989402551707245
871,0,2.6829813, -2.086822,0.9973570424598023
872,0,2.1217082, -0.5926993,0.9684120432944969
873,0,2.4633327, -2.1054332,0.9956925954692264
874,0,2.1072764, -2.0875597,0.9911069870646504
875,0,3.013055, -2.592657,0.9984647875769278
876,0,3.8014362, -2.7052522,0.9975955392852246
877,0,1.7976459, -2.4910874,0.9913008203192234
878,0,3.3320127, -2.7519982,0.9982240293538194
879,0,3.2542613, -3.4075534,0.9976025813614611
880,1,-0.7600617, 2.0537472,0.18339012713459818
881,0,2.9275396, -2.817398,0.9984307107209311
882,0,3.4435406, -2.9960215,0.9979863353968957
883,0,2.8692224, -2.4549,0.9985219709832743
884,0,1.9570448, -1.6310092,0.9895490214116757
885,0,3.0624685, -3.0495052,0.9982313261140151
886,0,1.3572626, -0.86081725,0.9675293564989955
887,0,-0.1836448, -0.08214732,0.7254289335219113
888,0,2.0637646, -2.1566343,0.9912351900610423
889,0,2.779457, -2.9231546,0.9984701301108286
890,0,2.6874812, -2.9756484,0.9984910651159495
891,0,1.2711577, -0.98169947,0.9676796805874737
892,0,2.6076412, -2.6987336,0.9985470684577002
893,0,1.7412633, -1.5547256,0.9887460941985643
894,0,3.6102233, -2.750133,0.9979815531369852
895,0,2.8238456, -2.8640733,0.9984725431598616
896,0,1.852478, -2.4825926,0.9918822379509014
897,0,2.7336152, -2.547432,0.9985326890398559
898,0,3.4993746, -2.8279102,0.998067552115801
899,0,1.6083978, -1.7797978,0.9892224918006965
900,0,2.9340153, -2.7984583,0.998435270951617
901,0,2.244391, -2.0508566,0.9921976482385515
902,1,-0.4497548, 1.4262654,0.2691878712892945
903,1,-3.1725612, 3.1625605,0.11480434367297093
904,0,3.0122306, -2.9872043,0.9982938813321339
905,0,2.8554904, -1.8574952,0.9966486840220627
906,0,1.3911557, -0.899758,0.9689439036655312
907,0,2.6749237, -2.604116,0.9985370282564935
908,0,2.1942887, -1.5425705,0.9896795326655573
909,0,3.1348839, -2.8307045,0.9982964596754375
910,0,2.8246233, -2.5329008,0.9985384576033597
911,0,3.1640365, -3.0779078,0.9981544062242824
912,0,3.0312076, -3.387933,0.9979376989533532
913,0,1.6958516, -1.7625293,0.9894063009146478
914,0,2.8201387, -2.0544264,0.9977648407949253
915,0,2.4356127, -2.9086642,0.9985307831751559
916,0,2.048522, -2.1620579,0.9911344696460725
917,0,2.5470924, -2.7124124,0.998531949556897
918,0,0.7664417, -0.26973185,0.8371962893005795
919,0,0.70940953, -0.00260652,0.8062567422410953
920,0,1.8684477, -2.445394,0.991718823586342
921,0,2.729559, -3.4697092,0.9979643700664184
922,0,2.2343624, -2.5819185,0.9976031977000608
923,0,1.8819222, -1.9764402,0.9897526851993208
924,0,1.0290262, -1.3588694,0.968360679427125
925,0,2.9468613, -2.419048,0.9985075927806839
926,0,2.267477, -2.5776286,0.9977565779153551
927,0,2.8533864, -2.4226892,0.9985094179572189
928,0,3.3384116, -3.1343606,0.9979534969610253
929,0,2.1305869, -2.2180054,0.9926250648404588
930,0,2.8039026, -3.5044668,0.9978892805821143
931,0,1.2952499, -0.9912344,0.9684485241693811
932,0,1.5639069, -1.1679053,0.9788684482916851
933,0,1.0200571, -0.89828885,0.9586909939633176
934,0,3.135492, -2.3910556,0.9984190491185282
935,0,3.73622, -3.708502,0.995868617108216
936,0,2.055071, -2.7736175,0.9974364737986068
937,0,3.1666024, -2.980179,0.9982111511469748
938,0,3.6107495, -4.3048215,0.9955142344991538
939,0,0.5955866, -0.80753905,0.9212962532115981
940,0,-0.07699664, -0.2361952,0.7816107231233896
941,0,1.2700844, -1.2699785,0.9740300594579158
942,0,2.7433534, -2.5418015,0.9985330129071427
943,0,1.231332, -1.8891068,0.9861257476322618
944,0,3.2398815, -1.9904222,0.997624256073203
945,0,1.3689755, -0.9163293,0.9687637287996262
946,0,2.7743385, -2.997346,0.9984348245694665
947,0,1.5003955, -1.3405536,0.9822153780590637
948,0,3.119805, -2.5406704,0.998411361985291
949,0,1.6906527, -1.9096006,0.9895835244130878
950,0,2.6677222, -1.4988028,0.9907842720346721
951,0,2.2980752, -2.5288792,0.9976881621493633
952,0,3.0503933, -2.7839005,0.9983667506951722
953,0,3.065482, -3.0573375,0.9982250682292995
954,0,2.6803901, -3.0059092,0.9984791787875246
955,0,3.100086, -2.6907065,0.9983741659043914
956,0,3.173083, -3.3828914,0.9977863152769776
957,0,2.8669255, -2.3951266,0.9984990229232767
958,0,0.98242015, -0.7403266,0.9503438735743766
959,0,2.784579, -3.4113514,0.9980565145519834
960,0,3.8542078, -3.316819,0.9961778632564056
961,1,-0.66453, 1.4340682,0.23263971411257925
962,1,1.0951145, -1.5067412,0.9737459537550325
963,1,-2.5342302, 2.3002994,0.11649180315768212
964,0,3.3968287, -3.648581,0.996549144334264
965,0,3.795972, -2.9861372,0.9971303154406538
966,0,2.075496, -1.6888644,0.9897420618258672
967,0,2.7040322, -2.2475505,0.9981203122289779
968,0,2.5244813, -2.0792365,0.9960745711438931
969,0,2.1044562, -1.7460918,0.9898594927157635
970,0,1.3930439, -1.5066943,0.9835676515244685
971,0,0.09057282, 0.680727,0.3692415910982719
972,0,2.1277413, -2.4787934,0.9958343750998485
973,0,3.558126, -3.1359313,0.9975421467796882
974,0,3.132573, -3.0142949,0.9982116552034243
975,0,2.85373, -3.0216973,0.9983724684241584
976,0,2.614101, -2.2277124,0.9977665084852438
977,0,3.9594016, -3.225747,0.9960933329644966
978,0,1.2135489, -0.5470959,0.9523842993911308
979,0,3.6304357, -2.8075502,0.99790342231026
980,1,-1.0479823, 0.2463865,0.33706041354604793
981,0,2.2215123, -2.2416923,0.9942100192280574
982,0,1.2569563, -0.7233826,0.9621530415780196
983,0,2.1216784, -2.03274,0.9908557151755769
984,0,2.7461526, -3.0924447,0.9983917692494066
985,0,1.2562262, -1.2551099,0.9732257321624479
986,0,1.0091552, -0.9480605,0.9596946855349243
987,0,0.40055642, -0.93101615,0.9141472734153466
988,0,2.7790558, -3.2641253,0.9982274412505563
989,1,-2.0077503, 2.9456813,0.11526519044286378
990,0,1.8441777, -1.9687333,0.9897062697275446
991,0,3.5784743, -3.2832513,0.9970904597715029
992,0,0.38094625, -0.2638552,0.8072044934886083
993,0,1.9226162, -1.8053318,0.9896852770169609
994,0,2.6039414, -2.5056496,0.998426436113299
995,0,3.877303, -3.3210855,0.9961224790482438
996,0,2.870989, -2.6327426,0.9985258921970926
997,0,4.162973, -3.1736655,0.9958140642985671
998,0,2.8080866, -2.372023,0.9984617733155761
999,0,2.9407737, -3.3560767,0.9980486167645023
1000,0,3.3759363, -2.7176387,0.9982116871932234
1001,0,2.4763153, -2.263112,0.99722411815402
1002,0,2.474073, -2.4732907,0.9981465714738432
1003,0,2.8021998, -2.4708333,0.9985196328568664
1004,0,0.74271446, -1.0521278,0.9539791593843098
1005,1,1.1013182, -0.7539703,0.9571879594352436
1006,0,2.6270554, -3.2183497,0.9983256308316898
1007,0,2.0786066, -2.0603218,0.9907055675612358
1008,0,1.360515, -0.47042766,0.9563221963188926
1009,0,2.6402347, -2.9314244,0.9985264830686453
1010,0,1.8251631, -1.8903409,0.9896582305570123
1011,1,-2.055601, 2.2906532,0.13514825692343538
1012,0,4.3731985, -3.132574,0.9955982087500833
1013,0,3.5669954, -3.3269901,0.9969982602974535
1014,0,3.7582622, -3.2134492,0.9966800762617531
1015,0,2.8865392, -2.2281752,0.9983550785157279
1016,0,2.9925034, -3.2313163,0.9981425221329361
1017,0,2.0664432, -1.47174,0.9893546186706172
1018,0,3.0329523, -3.2836106,0.9980657861846851
1019,0,2.864983, -2.1690435,0.9982269569639228
1020,0,2.5266101, -2.7765408,0.9985430888931036
1021,0,0.7458075, -1.102739,0.9558059081472844
1022,1,-0.9944824, 1.4120458,0.2015409897140508
1023,0,3.5183976, -2.6756902,0.9981229817405063
1024,1,-1.985433, 1.7596344,0.17261970095048867
1025,0,1.6571226, -1.8401865,0.9894753052417179
1026,0,1.2375717, -0.41697493,0.9420712859926846
1027,0,1.4707354, -1.1907578,0.9774273516342493
1028,0,1.1113824, -1.0042868,0.9639233675607695
1029,0,2.8859575, -2.8685813,0.9984329503639389
1030,0,3.3532414, -3.9891486,0.9958962485916603
1031,0,2.7826116, -2.936829,0.9984617710801365
1032,0,3.0556536, -3.225548,0.9981071043317344
1033,0,2.4141471, -1.3936995,0.9895888826081402
1034,0,2.5722308, -2.4784572,0.9983517634363356
1035,0,2.3016536, -2.2916336,0.995880058370978
1036,0,1.3292527, -1.5864757,0.9835982280406128
1037,0,3.3863592, -3.2684128,0.9976497774989139
1038,0,2.382298, -2.7807622,0.9984598969442097
1039,0,2.023303, -2.2303236,0.9914532278340115
1040,0,3.0814528, -2.6817007,0.9983896547386639
1041,0,1.8094612, -1.405506,0.9878856483072141
1042,1,-0.63478523, 1.3433653,0.2618291415534671
1043,0,2.8405557, -2.8047507,0.9984885106340676
1044,0,2.8668287, -2.549531,0.9985344909000382
1045,0,0.290677, -0.31856757,0.806259475343486
1046,0,3.5585084, -2.7957838,0.9980212089660055
1047,1,-1.2724586, 1.9312234,0.18150511579000156
1048,0,1.5107219, -0.4521724,0.962081440777608
1049,0,0.4701801, -0.23540132,0.80967133382188
1050,0,2.9015496, -3.1416814,0.9982661287694904
1051,0,1.9458091, -2.058049,0.990017072452694
1052,0,4.066187, -3.8665774,0.9955680971981429
1053,0,1.5676259, -1.4894402,0.9864876565280254
1054,1,0.22072284, 0.1598629,0.7320824828686439
1055,1,-4.189227, 4.7962265,0.11801678809694832
1056,0,1.8122722, -1.2438056,0.9851736557740286
1057,0,2.7877722, -3.8779817,0.9959015231448188
1058,0,2.6793504, -2.7626889,0.9985548991482982
1059,0,0.8102685, -0.9479558,0.9522377976932154
1060,0,2.922215, -3.2408807,0.9981756565344273
1061,0,1.6541839, -1.2786772,0.9836510999095277
1062,0,1.8201591, -1.8626386,0.989642955881621
1063,0,2.1691065, -2.3392236,0.9947217536098869
1064,0,1.4552617, -1.5789518,0.9861435229480798
1065,0,4.1737747, -3.3349535,0.9957447335321044
1066,0,3.690065, -3.296428,0.9966821794973076
1067,0,2.0814672, -2.1338093,0.9912223163777454
1068,0,3.0986767, -2.9490926,0.9982635084582908
1069,0,3.2259026, -3.1309187,0.998068862701156
1070,0,2.1829681, -2.2032022,0.9931647104252911
1071,0,0.99426645, -1.2167155,0.9647328102009287
1072,0,2.045541, -2.2405674,0.9917984657284215
1073,0,3.037325, -3.2828207,0.9980634752639357
1074,0,0.92182374, -0.77933466,0.9490133622830107
1075,0,2.1234365, -1.5747986,0.9896466760844399
1076,0,-0.61165845, 1.2067295,0.2996612180013879
1077,1,-0.82487196, 1.6179775,0.19227345151777295
1078,0,2.0374308, -2.3328295,0.9927159469746772
1079,0,1.4977247, -1.0822245,0.9750924759741058
1080,0,1.5532033, -1.5301286,0.9868842158545615
1081,0,0.25670233, 0.21538284,0.7142495326883769
1082,1,-1.8079562, 1.736238,0.17803496673773686
1083,0,2.5052602, -2.3503187,0.9978429556261234
1084,0,4.1274076, -3.668046,0.9956469434102286
1085,0,2.4984553, -2.2965178,0.9975580736085748
